"iccid","msisdn","startTime(UTC)","endTime(UTC)","bytes","mcc","mnc","promotionName"
"'8944500410169174692","'882360001445969","2018-05-01 09:06:10","2018-05-01 09:06:52","1024","'234","'15","UKJ 5MB@1.30 OU 0.50 GBP REM"
"'8901260882217684189","'18162990223","2018-05-01 09:06:10","2018-05-01 09:11:18","1024","'310","'260","UKTM 10MB@2.25 10 SMS OU 0.20 USD FGPS"
"'8944501702168759245","'882360001278767","2018-05-01 09:06:10","2018-05-01 09:33:25","3072","'234","'30","UKJ 10MB@2.10 OU 0.50 GBP RT"
"'8944501702168716963","'447937568039","2018-05-01 09:06:10","2018-05-01 09:06:51","10240","'234","'15","UKJ 40MB@5.90 OU 0.20 GBP"
"'8944503005178071322","'447509726386","2018-05-01 09:06:10","2018-05-01 09:36:02","1024","'310","'410","UKJ 8MB@1.00 OU 0.15 USD SK Temporary"
"'8944501410158441507","'447937583993","2018-05-01 09:06:11","2018-05-01 09:06:35","1024","'310","'260","UKJ 1MB@0.85 OU 0.45 USD MVP"
"'8901260882225333597","'12673425966","2018-05-01 09:06:11","2018-05-01 09:07:19","1024","'310","'260","UKTM 1MB@0.85 OU 0.20 USD MVP Rec Z1"
"'8944502010148260345","'447509154034","2018-05-01 09:06:11","2018-05-01 09:10:30","3072","'310","'410","UKJ 8MB@1.00 OU 0.15 USD SK Temporary"
"'8944200007314027594","'447414407760","2018-05-01 09:06:11","2018-05-01 09:06:11","7168","'234","'20","UKX 100MB@1.72 OU 0.10 GBP"
"'8944502511169693926","'882360001650892","2018-05-01 09:06:11","2018-05-01 09:08:02","1024","'214","'03","UKJ 4MB@1.62 OU 0.60 USD TAGM zone 1B"
"'8944503005178096071","'882360002171787","2018-05-01 09:06:11","2018-05-01 09:11:41","7168","'310","'260","UKJ 5MB@2.38 OU 0.80 USD"
"'8944500410169070114","'882360001435511","2018-05-01 09:06:11","2018-05-01 09:06:42","1024","'234","'30","UKJ 2MB@1.00 OU 0.50 GBP"
"'8944502511169608130","'882360001642313","2018-05-01 09:06:11","2018-05-01 09:26:01","3072","'234","'15","UKJ 15MB@3.91 OU .65 USD"
"'8944501702168763825","'882360001279225","2018-05-01 09:06:12","2018-05-01 09:06:15","1024","'206","'01","UKJ 40MB@5.90 OU 0.20 GBP"
"'8944501702168713275","'447937567670","2018-05-01 09:06:12","2018-05-01 09:06:15","1024","'222","'10","UKJ 10MB@1.76 OU 0.30 EUR IM Italy"
"'8944502511169574951","'882360001638995","2018-05-01 09:06:12","2018-05-01 09:06:17","1024","'310","'260","UKJ 5MB@1.99 OU 0.80 USD Teknos"
"'8901260882224197209","'16156356065","2018-05-01 09:06:12","2018-05-01 09:06:33","1024","'310","'260","UKTM 50MB@2.49 No OU USD Ablegrid"
"'8944500410169153720","'882360001443872","2018-05-01 09:06:12","2018-05-01 09:15:27","1024","'302","'720","UKJ 1MB@1.35 OU 0.65 USD PGE Z2"
"'8944502010148224754","'447509150475","2018-05-01 09:06:12","2018-05-01 09:36:12","1024","'310","'260","UKJ 5MB@2.52 OU 0.80 USD"
"'8944502511169218096","'11836074070","2018-05-01 09:06:12","2018-05-01 09:07:36","1024","'364","'39","UKA 5MB@3.47 OU 0.65 USD Z2 AGT"
"'8944200103299008913","'447453028335","2018-05-01 09:06:12","2018-05-01 09:06:12","778240","'234","'20","UKX 100MB@1.72 OU 0.10 GBP"
"'8944503005179876182","'882360002504328","2018-05-01 09:06:12","2018-05-01 09:06:16","1024","'214","'01","UKJ 5MB@1.20 OU 0.30 EUR YUGO"
"'8944502010148202230","'447509148223","2018-05-01 09:06:12","2018-05-01 09:06:36","1024","'234","'30","UKJ 2MB@1.00 OU 0.50 GBP"
"'8944502511169662053","'882360001647705","2018-05-01 09:06:12","2018-05-01 09:06:36","1024","'220","'01","UKJ 2MB@2.15 OU 1.00 USD"
"'8944502511169494549","'882360001630954","2018-05-01 09:06:12","2018-05-01 09:20:32","1024","'310","'410","UKJ 1MB@0.90 OU 0.80 USD AnyTr Z2B"
"'8944501410158457172","'447937585560","2018-05-01 09:06:12","2018-05-01 09:17:23","1024","'204","'08","UKJ 2MB@1.07 OU 0.80 EUR 24MTH KOEK"
"'8944502511169491313","'882360001630631","2018-05-01 09:06:12","2018-05-01 09:20:43","1024","'310","'260","UKJ 1MB@0.90 OU 0.80 USD AnyTr Z2B"
"'8944502712138191139","'447937839113","2018-05-01 09:06:13","2018-05-01 09:07:17","1024","'310","'260","UKJ 10MB@2.45 OU 0.40 USD FGPS Z1"
"'8944502010148267399","'447509154739","2018-05-01 09:06:13","2018-05-01 09:11:08","3072","'310","'410","UKJ 8MB@1.00 OU 0.15 USD SK Temporary"
"'8944501410158449906","'447937584833","2018-05-01 09:06:13","2018-05-01 09:06:26","1024","'234","'10","UKJ 1MB@1.55 OU 1.50 GBP"
"'8944503005178096782","'882360002171858","2018-05-01 09:06:13","2018-05-01 09:11:42","7168","'310","'260","UKJ 5MB@2.38 OU 0.80 USD"
"'8944502511169469020","'882360001628402","2018-05-01 09:06:13","2018-05-01 09:12:04","3072","'234","'30","UKJ 8MB@1.10 OU 0.10 GBP REM Trading EE"
"'8944502511169520459","'882360001633545","2018-05-01 09:06:14","2018-05-01 09:06:18","1024","'214","'01","UKJ 5MB@1.20 OU 0.30 EUR YUGO"
"'8944502810151741499","'882360001099609","2018-05-01 09:06:14","2018-05-01 09:36:14","1024","'302","'720","UKJ BES5 LR@14 USD PER MB"
"'8944502511169474905","'882360001628990","2018-05-01 09:06:14","2018-05-01 09:37:44","1024","'310","'410","UKJ 5MB@3.41 OU 0.65 USD SC Z2A"
"'8944500606138132394","'447937878239","2018-05-01 09:06:14","2018-05-01 09:06:26","1024","'310","'260","UKJ 15MB@3.91 OU .65 USD"
"'89011703278161154011","'882350816115401","2018-05-01 09:06:14","2018-05-01 09:06:36","4096","'302","'610","UKAT 100MB@5.50 OU 0.20 USD TFS Z1"
"'8944502010148268678","'447509154867","2018-05-01 09:06:14","2018-05-01 09:33:28","6144","'310","'410","UKJ 6MB@2.25 OU 0.65 USD GEO"
"'8944200007314027628","'447414407763","2018-05-01 09:06:15","2018-05-01 09:06:15","2302976","'234","'20","UKX 100MB@1.72 OU 0.10 GBP"
"'8944501108169014947","'882360000421494","2018-05-01 09:06:15","2018-05-01 09:08:06","1024","'310","'260","UKJ 4MB@1.62 OU 0.60 USD TAGM zone 1B"
"'8944500606138114806","'447937876480","2018-05-01 09:06:15","2018-05-01 09:06:29","1024","'234","'15","UKJ 5MB@1.22 OU 0.20 FCA GBP"
"'8901260881206386244","'19392224444","2018-05-01 09:06:15","2018-05-01 09:09:38","117760","'310","'260","UKTM 300MB@3.99 OU 0.20 USD OT"
"'8944500510178420414","'882360002732796","2018-05-01 09:06:15","2018-05-01 09:15:45","5120","'310","'260","UKJ 10MB@1.69 OU 0.10 USD Cartrack"
"'8944501007158387340","'882360000059227","2018-05-01 09:06:15","2018-05-01 09:49:24","23552","'204","'04","UKJ 0MB@0.30 OU 0.11 GBP"
"'8901260881206738139","'15417882623","2018-05-01 09:06:15","2018-05-01 09:12:54","4096","'310","'260","UKTM 10MB@2.50 OU 0.65 USD C-USA"
"'8944200007278048933","'447414314894","2018-05-01 09:06:16","2018-05-01 09:06:16","8767488","'234","'20","UKX 100MB@1.72 OU 0.10 GBP"
"'8944503005179875952","'882360002504305","2018-05-01 09:06:16","2018-05-01 09:06:18","1024","'214","'03","UKJ 5MB@1.20 OU 0.30 EUR YUGO"
"'8944501702168761597","'882360001279002","2018-05-01 09:06:16","2018-05-01 09:07:36","1024","'234","'15","UKJ 8MB@1.10 OU 0.10 GBP REM Trading VODA"
"'8944500510178428979","'882360002733652","2018-05-01 09:06:16","2018-05-01 09:26:21","4096","'310","'410","UKJ 10MB@2.40 OU 0.20 USD Vxceed"
"'8944502810151727175","'882360001098177","2018-05-01 09:06:16","2018-05-01 09:36:16","1024","'302","'720","UKJ BES5 LR@14 USD PER MB"
"'8944500510178316026","'882360002722357","2018-05-01 09:06:16","2018-05-01 09:07:57","1024","'310","'410","UKJ 10MB@1.69 OU 0.10 USD Cartrack"
"'8944200007315023154","'447414412316","2018-05-01 09:06:17","2018-05-01 09:06:17","7168","'234","'20","UKX 100MB@1.72 OU 0.10 GBP"
"'8944502010148268777","'447509154877","2018-05-01 09:06:17","2018-05-01 09:08:10","1024","'310","'410","UKJ 6MB@2.25 OU 0.65 USD GEO"
"'8944500606138067574","'447937871757","2018-05-01 09:06:17","2018-05-01 09:10:53","1024","'222","'10","UKJ 4MB@2.09 OU 1.20 EUR"
"'8944501702168713275","'447937567670","2018-05-01 09:06:17","2018-05-01 09:41:36","2048","'222","'10","UKJ 10MB@1.76 OU 0.30 EUR IM Italy"
"'8944500410169140685","'882360001442568","2018-05-01 09:06:17","2018-05-01 09:06:40","1024","'334","'020","UKJ 3MB@1.75 OU 0.60 USD GFM Z2"
"'8944503005179823614","'882360002499071","2018-05-01 09:06:17","2018-05-01 09:36:10","25600","'234","'15","UKJ 5MB@1.30 OU 0.50 GBP REM"
"'8944500606138102603","'447937875260","2018-05-01 09:06:18","2018-05-01 09:06:19","1024","'208","'01","UKJ 100MB@8.39 OU 0.10 EUR"
"'8944503005179750346","'11836137909","2018-05-01 09:06:18","2018-05-01 09:07:20","1024","'370","'02","UKA 5MB@2.99 OU 0.60 USD Cemex Z3"
"'8944503005178093995","'882360002171579","2018-05-01 09:06:18","2018-05-01 09:12:14","1024","'310","'260","UKJ 3MB@1.50 OU 0.45 USD"
"'8944501410158446423","'447937584485","2018-05-01 09:06:18","2018-05-01 09:16:31","1024","'234","'30","UKJ 10MB@2.10 OU 0.50 GBP RT"
"'8944503005178046878","'882360002166867","2018-05-01 09:06:18","2018-05-01 09:12:53","7168","'624","'01","UKJ 15MB@6.29 OU 0.40 USD Uranus Tech and TDG Z2B"
"'8944503005179884293","'882360002505139","2018-05-01 09:06:19","2018-05-01 09:06:28","1024","'655","'10","UKJ 3MB@1.00 OU 0.35 USD ZS Z1B"
"'8901260882222986793","'18167882071","2018-05-01 09:06:19","2018-05-01 09:09:14","2048","'310","'260","UKTM 50MB@2.99 OU 0.04 USD VTech Z2B"
"'8944502511169341526","'447937870504","2018-05-01 09:06:19","2018-05-01 09:31:08","1024","'234","'10","UKJ 5MB@1.30 OU 0.50 GBP REM"
"'8901260881215083675","'17734325928","2018-05-01 09:06:19","2018-05-01 09:06:21","1024","'310","'260","UKTM 10MB@1.75 No OU USD Ablegrid"
"'8944503005179875929","'882360002504302","2018-05-01 09:06:19","2018-05-01 09:06:22","1024","'214","'01","UKJ 5MB@1.20 OU 0.30 EUR YUGO"
"'8944502511169520590","'882360001633559","2018-05-01 09:06:19","2018-05-01 09:06:24","1024","'214","'01","UKJ 5MB@1.20 OU 0.30 EUR YUGO"
"'8944501108169047087","'882360000424708","2018-05-01 09:06:19","2018-05-01 09:07:04","1024","'310","'260","UKJ 3MB@0.95 OU 0.45 USD M2MG Z3"
"'8944501108169028871","'882360000422887","2018-05-01 09:06:19","2018-05-01 09:31:18","3072","'334","'03","UKJ 20MB@2.30 OU 0.80 USD QMG"
"'8944501512158577642","'447509742607","2018-05-01 09:06:19","2018-05-01 09:36:19","1024","'228","'03","UKJ BES5 LR@14 USD PER MB"
"'8944502511169520608","'882360001633560","2018-05-01 09:06:20","2018-05-01 09:06:22","1024","'214","'01","UKJ 5MB@1.20 OU 0.30 EUR YUGO"
"'8944502511169523289","'882360001633828","2018-05-01 09:06:20","2018-05-01 09:06:22","1024","'214","'01","UKJ 5MB@1.20 OU 0.30 EUR YUGO"
"'8944500510178222612","'882360002713016","2018-05-01 09:06:20","2018-05-01 09:06:24","1024","'706","'01","UKJ 5MB@2.10 OU 0.45 USD GPSTech Z2A"
"'8944502712138198373","'447937839837","2018-05-01 09:06:20","2018-05-01 09:07:23","1024","'310","'260","UKJ 10MB@2.45 OU 0.40 USD FGPS Z1"
"'8944502511169520426","'882360001633542","2018-05-01 09:06:20","2018-05-01 09:06:24","1024","'214","'03","UKJ 5MB@1.20 OU 0.30 EUR YUGO"
"'8944502511169574951","'882360001638995","2018-05-01 09:06:20","2018-05-01 09:06:26","1024","'310","'260","UKJ 5MB@1.99 OU 0.80 USD Teknos"
"'8944502511169284569","'882360001609956","2018-05-01 09:06:20","2018-05-01 09:07:52","1024","'655","'01","UKJ 4MB@1.62 OU 0.60 USD TAGM zone 1B"
"'8944503005179763497","'882360002493059","2018-05-01 09:06:20","2018-05-01 09:21:34","1024","'310","'260","UKJ 1MB@0.90 OU 0.80 USD AnyTr Z2B"
"'8944500501169419192","'882360001195919","2018-05-01 09:06:20","2018-05-01 09:36:20","1024","'302","'720","UKJ BES5 LR@14 USD PER MB"
"'8944502511169228087","'882360001604308","2018-05-01 09:06:21","2018-05-01 09:08:11","1024","'310","'260","UKJ 4MB@1.62 OU 0.60 USD TAGM zone 1B"
"'8944503005178058154","'882360002167995","2018-05-01 09:06:21","2018-05-01 09:09:26","1024","'334","'03","UKJ 5MB@3.41 OU 0.65 USD SC Z2A"
"'8944200103299022732","'447449411946","2018-05-01 09:06:21","2018-05-01 09:06:21","1024","'234","'20","UKX 100MB@1.72 OU 0.10 GBP"
"'8944501702168738181","'882360001276661","2018-05-01 09:06:21","2018-05-01 09:19:46","124928","'262","'03","UKJ 100MB@8.39 OU 0.10 EUR"
"'8944502010148211777","'447509149177","2018-05-01 09:06:21","2018-05-01 09:13:55","64512","'262","'03","UKJ 100MB@8.39 OU 0.10 EUR"
"'8944502810151716277","'882360001097087","2018-05-01 09:06:21","2018-05-01 09:36:21","1024","'302","'220","UKJ BES5 LR@14 USD PER MB"
"'8944502511169300191","'882360001611519","2018-05-01 09:06:22","2018-05-01 09:08:04","3072","'222","'10","UKJ 10MB@1.08 OU 0.20 EUR ASRL Z1"
"'8944501101188601026","'882360003078882","2018-05-01 09:06:22","2018-05-01 09:09:26","1024","'334","'020","UKJ 5MB@3.41 OU 0.65 USD SC Z2A"
"'8944501702168881775","'882360001291020","2018-05-01 09:06:22","2018-05-01 09:16:17","1024","'334","'090","UKJ 5MB@36.00 OU 14.00 MXN"
"'8944501410158410825","'447937580925","2018-05-01 09:06:22","2018-05-01 09:21:50","3072","'310","'260","UKJ 5MB@2.37 OU 0.80 USD AnyTr Z2B"
"'8901260881205876468","'17876695162","2018-05-01 09:06:22","2018-05-01 09:06:23","1024","'310","'260","UKTM 5MB@1.30 OU 0.65 USD ITech UKTM"
"'8944500606138142559","'447937879255","2018-05-01 09:06:22","2018-05-01 09:06:31","1024","'310","'260","UKJ 15MB@3.91 OU .65 USD"
"'8901260882225329207","'13463199419","2018-05-01 09:06:22","2018-05-01 09:09:26","2048","'310","'260","UKTM 50MB@2.99 OU 0.04 USD VTech Z2B"
"'8944503005179900131","'882360002506723","2018-05-01 09:06:22","2018-05-01 09:06:51","1024","'214","'03","UKJ 50MB@1.99 OU 0.15 EUR CLSL"
"'8944501410158492237","'447937589066","2018-05-01 09:06:22","2018-05-01 09:08:16","1024","'310","'260","UKJ 4MB@1.62 OU 0.60 USD TAGM zone 1B"
"'8944200103299009606","'447453030459","2018-05-01 09:06:23","2018-05-01 09:06:23","55296","'234","'20","UKX 100MB@1.72 OU 0.10 GBP"
"'8944200007315020366","'447414412037","2018-05-01 09:06:23","2018-05-01 09:06:23","350208","'234","'20","UKX 100MB@1.72 OU 0.10 GBP"
"'8944501702168763825","'882360001279225","2018-05-01 09:06:23","2018-05-01 09:06:26","1024","'206","'01","UKJ 40MB@5.90 OU 0.20 GBP"
"'8944503005179900073","'882360002506717","2018-05-01 09:06:23","2018-05-01 09:06:52","2048","'214","'03","UKJ 50MB@1.99 OU 0.15 EUR CLSL"
"'8944501702168761852","'882360001279028","2018-05-01 09:06:23","2018-05-01 09:07:10","1024","'234","'15","UKJ 8MB@1.10 OU 0.10 GBP REM Trading VODA"
"'8944501410158426367","'447937582479","2018-05-01 09:06:23","2018-05-01 09:07:22","1024","'310","'410","UKJ 10MB@2.45 OU 0.80 USD"
"'8944500510178328484","'882360002723603","2018-05-01 09:06:23","2018-05-01 09:07:38","1024","'302","'720","UKJ 1MB@1.35 OU 0.65 USD PGE Z2"
"'8944500510178432328","'882360002733987","2018-05-01 09:06:23","2018-05-01 09:08:04","1024","'311","'480","UKJ 10MB@1.69 OU 0.10 USD Cartrack"
"'8944503005179728334","'882360002185013","2018-05-01 09:06:23","2018-05-01 09:36:23","1024","'302","'720","UKJ BES5 LR@14 USD PER MB"
"'8944502511169465283","'882360001628028","2018-05-01 09:06:23","2018-05-01 09:06:26","1024","'214","'01","UKJ 5MB@1.20 OU 0.30 EUR YUGO"
"'89011703278160619576","'882350816061957","2018-05-01 09:06:23","2018-05-01 09:06:34","2098176","'310","'410","UKAT 300MB@6.75 OU 0.10 USD Biz Z1"
"'8944500510178435339","'882360002734288","2018-05-01 09:06:23","2018-05-01 09:06:45","1024","'310","'410","UKJ 2MB@0.89 OU 0.40 USD Fleetilla Z1A"
"'8944501108169049224","'882360000424922","2018-05-01 09:06:23","2018-05-01 09:08:20","1024","'310","'260","UKJ 6MB@2.25 OU 0.65 USD GEO"
"'8944502010148258323","'447509153832","2018-05-01 09:06:23","2018-05-01 09:11:18","3072","'310","'410","UKJ 8MB@1.00 OU 0.15 USD SK Temporary"
"'8944503005178144061","'882360002176586","2018-05-01 09:06:23","2018-05-01 09:36:23","10240","'208","'20","UKJ BES5 LR@14 USD PER MB"
"'8944502810151663289","'882360001091788","2018-05-01 09:06:23","2018-05-01 09:36:23","1024","'302","'220","UKJ BES5 LR@14 USD PER MB"
"'8944502511169496833","'882360001631183","2018-05-01 09:06:24","2018-05-01 09:06:38","3072","'310","'410","UKJ 1MB@1.00 OU 0.80 USD ForaCare"
"'8944500501169412676","'882360001195267","2018-05-01 09:06:24","2018-05-01 09:36:24","1024","'302","'220","UKJ BES5 LR@14 USD PER MB"
"'8944500510178222638","'882360002713018","2018-05-01 09:06:24","2018-05-01 09:06:29","1024","'706","'04","UKJ 5MB@2.10 OU 0.45 USD GPSTech Z2A"
"'89185013121700058516","'11835001333","2018-05-01 09:06:24","2018-05-01 09:06:42","1024","'730","'01","UKA 2MB@2.89 OU 0.80 USD Satelicar"
"'8944200103299007147","'447449377105","2018-05-01 09:06:24","2018-05-01 09:06:24","24576","'234","'20","UKX 100MB@1.72 OU 0.10 GBP"
"'8944503005178057958","'882360002167975","2018-05-01 09:06:24","2018-05-01 09:09:24","1024","'334","'050","UKJ 5MB@3.41 OU 0.65 USD SC Z2A"
"'8944502511169237815","'882360001605281","2018-05-01 09:06:24","2018-05-01 09:06:50","1024","'310","'260","UKJ 2MB@2.15 OU 1.00 USD"
"'8944200103299007915","'447449354072","2018-05-01 09:06:25","2018-05-01 09:06:25","1024","'234","'20","UKX 100MB@1.72 OU 0.10 GBP"
"'8944500606138132253","'447937878225","2018-05-01 09:06:25","2018-05-01 09:06:51","1024","'310","'410","UKJ 15MB@3.91 OU .65 USD"
"'8944503005179823283","'882360002499038","2018-05-01 09:06:25","2018-05-01 09:06:54","1024","'234","'15","UKJ 3MB@1.17 OU 0.30 GBP Fowlers Finance"
"'8901260881206620873","'18122623797","2018-05-01 09:06:25","2018-05-01 09:14:04","477184","'310","'260","UKTM 300MB@3.99 OU 0.20 USD OT"
"'8944502010148262044","'447509154204","2018-05-01 09:06:25","2018-05-01 09:11:21","3072","'310","'410","UKJ 8MB@1.00 OU 0.15 USD SK Temporary"
"'8944501702168757959","'882360001278638","2018-05-01 09:06:25","2018-05-01 09:16:04","12288","'234","'15","UKJ 8MB@1.10 OU 0.10 GBP REM Trading VODA"
"'8944502511169274446","'882360001608944","2018-05-01 09:06:25","2018-05-01 09:21:13","1024","'310","'410","UKJ 1MB@0.90 OU 0.80 USD AnyTr Z2B"
"'8944500606138102603","'447937875260","2018-05-01 09:06:25","2018-05-01 09:06:56","1024","'208","'01","UKJ 100MB@8.39 OU 0.10 EUR"
"'8944503005178115053","'882360002173685","2018-05-01 09:06:25","2018-05-01 09:55:17","11264","'234","'30","UKJ 250MB@7.50 OU 0.10 GBP"
"'8944200007314025994","'447414407600","2018-05-01 09:06:26","2018-05-01 09:06:26","225280","'234","'20","UKX 100MB@1.72 OU 0.10 GBP"
"'8944501410158441218","'447937583964","2018-05-01 09:06:26","2018-05-01 09:06:50","1024","'310","'260","UKJ 1MB@0.85 OU 0.45 USD MVP"
"'89185015061600186918","'11836459256","2018-05-01 09:06:26","2018-05-01 09:09:05","2048","'730","'01","UKA 5MB@2.69 OU0.60USD"
"'8944502511169492972","'882360001630797","2018-05-01 09:06:26","2018-05-01 09:51:22","2048","'310","'410","UKJ 1MB@0.90 OU 0.80 USD AnyTr Z2B"
"'8944200007315030621","'447414413063","2018-05-01 09:06:26","2018-05-01 09:06:26","582656","'234","'20","UKX 100MB@1.72 OU 0.10 GBP"
"'8944502511169569704","'882360001638470","2018-05-01 09:06:26","2018-05-01 09:06:58","1024","'639","'02","UKJ 10MB@3.65 OU 1.00 USD Dashroad Z2"
"'8944500510178429472","'882360002733702","2018-05-01 09:06:26","2018-05-01 09:07:37","1024","'302","'720","UKJ 1MB@1.35 OU 0.65 USD PGE Z2"
"'8944502511169559424","'882360001637442","2018-05-01 09:06:26","2018-05-01 09:09:24","3072","'234","'15","UKJ 8MB@1.10 OU 0.10 GBP REM Trading VODA"
"'8944502010148208468","'447509148846","2018-05-01 09:06:26","2018-05-01 09:20:59","2048","'234","'15","UKJ 6MB@1.95 OU 1.00 GBP T2"
"'8944502511169252350","'882360001606735","2018-05-01 09:06:26","2018-05-01 09:36:35","7168","'310","'260","UKJ 3MB@1.00 OU 0.25 USD AMS US"
"'8944500410169153670","'882360001443867","2018-05-01 09:06:26","2018-05-01 09:15:40","1024","'302","'720","UKJ 1MB@1.35 OU 0.65 USD PGE Z2"
"'8944503005179818887","'882360002498598","2018-05-01 09:06:26","2018-05-01 09:14:37","7168","'234","'15","UKJ 8MB@1.10 OU 0.10 GBP REM Trading VODA"
"'8944503005179987989","'882360002515508","2018-05-01 09:06:26","2018-05-01 09:38:36","2048","'310","'260","UKJ 7MB@1.99 OU 0.80 USD OFM Z1"
"'8944200103299008129","'447449369530","2018-05-01 09:06:27","2018-05-01 09:06:27","384000","'234","'20","UKX 100MB@1.72 OU 0.10 GBP"
"'8944500606138084660","'447937873466","2018-05-01 09:06:27","2018-05-01 09:06:51","1024","'234","'30","UKJ 2MB@1.00 OU 0.50 GBP"
"'8944503005179900180","'882360002506728","2018-05-01 09:06:27","2018-05-01 09:06:57","1024","'214","'01","UKJ 50MB@1.99 OU 0.15 EUR CLSL"
"'8944503005179900164","'882360002506726","2018-05-01 09:06:27","2018-05-01 09:07:00","2048","'214","'01","UKJ 50MB@1.99 OU 0.15 EUR CLSL"
"'8944503005179766680","'882360002493378","2018-05-01 09:06:27","2018-05-01 09:21:10","1024","'310","'260","UKJ 1MB@0.90 OU 0.80 USD AnyTr Z2B"
"'8944503005178114445","'882360002173624","2018-05-01 09:06:27","2018-05-01 09:55:17","10240","'234","'30","UKJ 250MB@7.50 OU 0.10 GBP"
"'8944503005179876182","'882360002504328","2018-05-01 09:06:27","2018-05-01 09:06:29","1024","'214","'01","UKJ 5MB@1.20 OU 0.30 EUR YUGO"
"'8944500510178262287","'882360002716983","2018-05-01 09:06:27","2018-05-01 09:06:51","1024","'234","'15","UKJ 8MB@1.10 OU 0.10 GBP REM Trading VODA"
"'8944501505158323736","'447937560373","2018-05-01 09:06:27","2018-05-01 09:07:28","1024","'530","'01","UKJ 30MB@5.87 OU 0.80 EUR LG"
